label_name	head	relation	tail	response
environmental noise	environmental noise	occurs in	forest	Yes.
clarinet	clarinet	occurs in	music festival	Yes.
engine	engine	has subtype	dental drill	Yes.
race car	race car	is sound of	tires	Yes.
door knock	door knock	occurs in	office	Yes.
refrigerator	refrigerator	associated with environment	kitchen	Yes.
child babbling	child babbling	has sibling	child voice	Yes.
flap	flap	event composed of	wings flapping	Yes.
footsteps	footsteps	event composed of	walking	Yes.
chuckling and chortling	chuckling and chortling	belongs to class	laughing	Yes.
metro door opens or closes	metro door opens or closes	generated by	metro train	Yes.
music genre	music genre	part of scene	music venue concert	Yes.
door slam	door slam	can be heard in	hospital	Yes.
chopping wood	chopping wood	belongs to class	things	Yes.
door opens or closes	door opens or closes	occurs in	office door	Yes.
monkey	monkey	can be heard in	jungle	Yes.
whoosh swoosh swish	whoosh swoosh swish	described by	a sharp sound made by a car exhaust	Yes.
footsteps	footsteps	associated with environment	indoor	Yes.
ringtone	ringtone	belongs to class	things	Yes.
stationary music	stationary music	has parent	music	Yes.
animal	animal	has subtype	dog yipping	Yes.
trumpet	trumpet	originates from	concert	Yes.
wind chime	wind chime	belongs to class	bell	Yes.
female screaming	female screaming	can be heard in	emergency room	Yes.
car	car	part of scene	car wash	Yes.
farm animal	farm animal	has subtype	horse	Yes.
generic impact sounds	generic impact sounds	has subtype	knock	Yes.
hammering	hammering	follows	woodworking task	Yes.
cat hissing	cat hissing	has sibling	cat	Yes.
dog	dog	originates from	yard	Yes.
harmonica	harmonica	follows	musical instrument	Yes.
horse	horse	has children	horse clip-clop	Yes.
snake hissing	snake hissing	has parent	snake	Yes.
bee or wasp	bee or wasp	produces	buzzing	Yes.
metro	metro	occurs in	train interior	Yes.
dog baying	dog baying	occurs in	home	Yes.
neigh whinny	neigh whinny	belongs to class	animal	Yes.
car brake	car brake	co-occurs with	engine revving	Yes.
percussion	percussion	transcribed as	drum	Yes.
fusillade	fusillade	has sibling	explosion	Yes.
harmonica	harmonica	is instance of	musical instrument category	Yes.
cymbal	cymbal	is sound of	percussion	Yes.
onomatopoeia	onomatopoeia	has children	rustle	Yes.
piano	piano	co-occurs with	music	Yes.
singing	singing	belongs to class	music	Yes.
frog croak	frog croak	occurs in	forest	Yes.
water vehicle	water vehicle	has parent	vehicle	Yes.
dog pant	dog pant	has parent	dog	Yes.
musical note	musical note	part of scene	music performance style	Yes.
bathtub (filling or washing)	bathtub (filling or washing)	belongs to class	things	Yes.
timbales	timbales	is variant of	percussion	Yes.
bird vocalization call or song	bird vocalization call or song	localized in	meadow	Yes.
pig	pig	belongs to class	farm animal	Yes.
tornado	tornado	occurs in	pedestrian street	Yes.
dog pant	dog pant	occurs in	home	Yes.
glockenspiel	glockenspiel	has timbre	ringing	Yes.
dishwasher	dishwasher	occurs in	home	Yes.
miscellaneous sources	miscellaneous sources	has subtype	unit	Yes.
cymbal	cymbal	has sibling	percussion	Yes.
horse clip-clop	horse clip-clop	has parent	horse	Yes.
warbler chirping	warbler chirping	performed by	bird	Yes.
outdoor rural or natural	outdoor rural or natural	occurs in	beach	Yes.
cello	cello	has sibling	bowed string instrument	Yes.
telephone	telephone	triggers	communication device	Yes.
harpsichord	harpsichord	is instance of	instrument	Yes.
laughing	laughing	co-occurs with	laughter	Yes.
bugle	bugle	originates from	parade	Yes.
bull	bull	warns about	stampede warning message alert signal	Yes.
cymbal	cymbal	is variant of	percussion	Yes.
christmas music	christmas music	generated by	speakers	Yes.
clicking	clicking	generated by	touchpad	Yes.
musical instrument	musical instrument	has subtype	glockenspiel	Yes.
thunderstorm	thunderstorm	belongs to class	natural sounds	Yes.
scary music	scary music	has parent	music mood	Yes.
crow	crow	has subtype	bird call	Yes.
plucked string instrument	plucked string instrument	caused by	plucking	Yes.
switch on or off	switch on or off	occurs in	library	Yes.
crackle	crackle	occurs in	radio	Yes.
roller coaster	roller coaster	originates from	theme park	Yes.
beat	beat	has subtype	rhythm	Yes.
bongos	bongos	localized in	rhythm section	Yes.
onomatopoeia	onomatopoeia	has children	squish	Yes.
explosion	explosion	has subtype	firecracker	Yes.
motorcycle wheel rolling	motorcycle wheel rolling	occurs in	street	Yes.
afrobeat	afrobeat	described by	a style of music characterized by a strong rhythm and percussion	Yes.
announcement jingle	announcement jingle	occurs in	elevator	Yes.
saxophone	saxophone	described by	a woodwind musical instrument with a single reed	Yes.
talking	talking	has subtype	speech synthesizer	Yes.
clarinet	clarinet	precedes	music performance	Yes.
road vehicle	road vehicle	has subtype	car passing by	Yes.
door	door	can be heard in	hotel	Yes.
thunder	thunder	is sound of	storm	Yes.
melody	melody	overlaps with	saxophone	Yes.
whistling	whistling	part of scene	circus performance	Yes.
animal	animal	originates from	natural habitats	Yes.
microphone	microphone	belongs to class	equipment	Yes.
percussion	percussion	generated by	cymbals	Yes.
wood thrush calling	wood thrush calling	belongs to class	natural sounds	Yes.
clavinet	clavinet	part of scene	music jam session	Yes.
sheep	sheep	has sibling	farm animal	Yes.
alto saxophone	alto saxophone	can be heard in	concert hall	Yes.
civil defense siren ringing	civil defense siren ringing	belongs to class	things	Yes.
music	music	has subtype	djembe	Yes.
bus	bus	occurs in	train station	Yes.
mechanisms	mechanisms	has subtype	coffee machine	Yes.
engine idling	engine idling	has parent	engine	Yes.
large vehicle	large vehicle	is a type of	automobile	Yes.
glass jingling	glass jingling	generated by	water	Yes.
train	train	part of scene	train depot platform	Yes.
lock	lock	described by	a device used to secure a door or container	Yes.
onomatopoeia	onomatopoeia	has children	sweeping	Yes.
bongos	bongos	event composed of	rhythmic instrument	Yes.
dental drill	dental drill	occurs in	construction site	Yes.
clatter	clatter	responds to	impact between objects	Yes.
kitchen sounds	kitchen sounds	occurs in	cafe or restaurant	Yes.
clavinet	clavinet	has subtype	percussion instrument	Yes.
ukulele	ukulele	has parent	plucked string instrument	Yes.
francolin calling	francolin calling	generated by	environment	Yes.
double bass	double bass	belongs to class	musical instrument	Yes.
clock tick	clock tick	precedes	alarm	Yes.
independent music	independent music	belongs to class	music	Yes.
organ	organ	temporal component of	singing	Yes.
accordion	accordion	produces	music	Yes.
tambourine	tambourine	is instance of	mediterranean instrument	Yes.
power windows electric windows	power windows electric windows	belongs to class	car	Yes.
siren ringing	siren ringing	has children	reverse beeper	Yes.
female speaking	female speaking	belongs to class	speech	Yes.
flute	flute	has subtype	woodwind	Yes.
helicopter	helicopter	has parent	aircraft	Yes.
toilet flush	toilet flush	has parent	water domestic	Yes.
vehicle compressor	vehicle compressor	occurs in	city center	Yes.
train	train	part of scene	train terminal platform	Yes.
footsteps	footsteps	has duration	short	Yes.
swing music	swing music	scene contains	music performance	Yes.
harmonica	harmonica	localized in	music festival	Yes.
bus engine idling	bus engine idling	occurs in	public square	Yes.
rapping	rapping	is a type of	rap music	Yes.
door opens or closes	door opens or closes	occurs in	station hall	Yes.
bicycle	bicycle	emitted by	human	Yes.
tabla	tabla	can be heard in	music studio	Yes.
reverberation	reverberation	part of scene	concert hall	Yes.
buzzer ringing	buzzer ringing	occurs in	shop	Yes.
artillery fire	artillery fire	has sibling	explosion	Yes.
cap gun	cap gun	belongs to class	gunshot	Yes.
children singing	children singing	localized in	playground	Yes.
bus engine	bus engine	has parent	bus	Yes.
banjo	banjo	part of scene	outdoor event	Yes.
fireworks	fireworks	produced during	celebrations	Yes.
drinking	drinking	occurs in	cafe or restaurant	Yes.
bird	bird	has subtype	black capped chickadee calling	Yes.
door	door	has subtype	door knock	Yes.
large room or hall	large room or hall	occurs in	inside	Yes.
drum kit	drum kit	belongs to class	musical instrument	Yes.
air conditioner	air conditioner	occurs in	library	Yes.
harp	harp	emitted by	band	Yes.
roll	roll	is sound of	maracas	Yes.
firecracker	firecracker	emitted by	explosive	Yes.
train horn	train horn	belongs to class	train	Yes.
piano	piano	has duration	short	Yes.
door slam	door slam	part of scene	house	Yes.
water	water	can be heard in	ocean	Yes.
conversation	conversation	has subtype	speech	Yes.
guitar tapping	guitar tapping	has parent	playing guitar	Yes.
pigeon dove	pigeon dove	belongs to class	animal	Yes.
banjo	banjo	has timbre	resonant	Yes.
chant	chant	belongs to class	vocal music	Yes.
switch on or off	switch on or off	localized in	electrical outlet	Yes.
music	music	has subtype	wood block	Yes.
thunder	thunder	warns about	thunderstorm	Yes.
beat	beat	part of scene	music venue concert	Yes.
bellow	bellow	is instance of	musical instrument	Yes.
motorcycle engine accelerating	motorcycle engine accelerating	belongs to class	engine	Yes.
animal	animal	has subtype	cat purring	Yes.
coin dropping	coin dropping	occurs in	supermarket	Yes.
gunshot	gunshot	generated by	explosive	Yes.
baby babbling	baby babbling	belongs to class	human non-speech sounds	Yes.
goose honking	goose honking	has sibling	goose	Yes.
swimming	swimming	has sibling	human activities	Yes.
basketball bounce	basketball bounce	generated by	basketball	Yes.
bell	bell	is sound of	clock	Yes.
bull	bull	occurs in	rodeo	Yes.
rain	rain	belongs to class	water natural	Yes.
sonar	sonar	precedes	underwater vehicle moving	Yes.
wheeze	wheeze	described by	a sound produced by the airways during breathing	Yes.
crunch	crunch	associated with environment	gravel pit	Yes.
water natural	water natural	has subtype	raindrop	Yes.
bugle	bugle	co-occurs with	parade	Yes.
door slam	door slam	generated by	person	Yes.
air conditioning	air conditioning	occurs in	airport	Yes.
water stream	water stream	belongs to class	water	Yes.
wind or woodwind instrument	wind or woodwind instrument	has children	bassoon	Yes.
announcement	announcement	emitted by	microphone	Yes.
explosion	explosion	has children	eruption	Yes.
firing muskets	firing muskets	has sibling	gunshot	Yes.
small room	small room	has parent	indoor environment	Yes.
cymbal	cymbal	has parent	percussion	Yes.
explosion	explosion	has subtype	cap gun	Yes.
helicopter	helicopter	has sibling	aircraft	Yes.
percussion	percussion	described by	a rhythmic sound produced by striking an object	Yes.
rock and roll	rock and roll	belongs to class	music	Yes.
loop	loop	can be heard in	electronic music festival	Yes.
music	music	has subtype	opera	Yes.
percussion	percussion	is instance of	cymbal	Yes.
refrigerator	refrigerator	can be heard in	kitchen	Yes.
bird vocalization call or song	bird vocalization call or song	has children	cuckoo bird calling	Yes.
erhu	erhu	described by	a two-stringed musical instrument played with a bow	Yes.
cello	cello	has subtype	woodwind instrument	Yes.
mosquito	mosquito	occurs in	swamp	Yes.
dial tone	dial tone	event composed of	ringing phone	Yes.
harpsichord	harpsichord	precedes	composing music	Yes.
crowd	crowd	has subtype	chatter	Yes.
squeak	squeak	has sibling	onomatopoeia	Yes.
vehicle horn	vehicle horn	occurs in	car interior	Yes.
vehicle	vehicle	has subtype	rail transport	Yes.
smoke alarm	smoke alarm	belongs to class	things	Yes.
duck call (hunting tool)	duck call (hunting tool)	has parent	miscellaneous sources	Yes.
dog baying	dog baying	belongs to class	dog	Yes.
vehicle engine	vehicle engine	has children	car engine	Yes.
ding-dong	ding-dong	produced during	bell ringing	Yes.
animal	animal	has subtype	dog barking	Yes.
snoring	snoring	can be heard in	bedroom	Yes.
rapping	rapping	has subtype	hip hop music	Yes.
animal	animal	occurs in	grassland	Yes.
neigh whinny	neigh whinny	can be heard in	horse race	Yes.
roll	roll	associated with environment	ball mill bearing	Yes.
male singing	male singing	localized in	concert hall	Yes.
rumble	rumble	caused by	train derailment	Yes.
motorboat speedboat	motorboat speedboat	occurs in	bay	Yes.
acoustic environment	acoustic environment	has subtype	large room or hall	Yes.
accordion	accordion	is instance of	accordion	Yes.
saxophone	saxophone	co-occurs with	jazz concert	Yes.
music role	music role	has subtype	video game music	Yes.
duck	duck	occurs in	wetland	Yes.
bus engine idling	bus engine idling	occurs in	city center	Yes.
duck	duck	belongs to class	farm animal	Yes.
chime	chime	part of scene	elevator	Yes.
buzzer ringing	buzzer ringing	responds to	fire alarm	Yes.
kitchen sounds	kitchen sounds	scene contains	clinking dishes	Yes.
hair dryer	hair dryer	emitted by	hot air	Yes.
bell	bell	precedes	alarm	Yes.
domestic sounds	domestic sounds	has children	mouse click	Yes.
lighter	lighter	occurs in	cafe or restaurant	Yes.
sound of things	sound of things	has subtype	toothbrush	Yes.
telephone vibrating	telephone vibrating	occurs in	library	Yes.
scratch	scratch	responds to	pencil on metal	Yes.
non-motorized land vehicle	non-motorized land vehicle	occurs in	residential area	Yes.
tick-tock	tick-tock	invites action	indicates the end of a school day.	Yes.
hammond organ	hammond organ	is sound of	instrument	Yes.
cymbal	cymbal	originates from	drummer	Yes.
dog whimpering	dog whimpering	scene contains	yelping	Yes.
exhaust brake	exhaust brake	belongs to class	vehicle	Yes.
laughing	laughing	occurs in	kitchen	Yes.
thunder	thunder	co-occurs with	thunderstorm	Yes.
hum	hum	is sound of	airplane engine	Yes.
mechanical fan	mechanical fan	event composed of	air movement	Yes.
timbales	timbales	is sound of	drum	Yes.
bang	bang	overlaps with	construction noise	Yes.
cat growling	cat growling	belongs to class	cat	Yes.
animal	animal	has subtype	snake rattling	Yes.
shofar	shofar	caused by	blowing	Yes.
eating apple	eating apple	belongs to class	digestive	Yes.
aircraft	aircraft	described by	a type of aircraft used for transportation or military purposes	Yes.
electric piano	electric piano	has subtype	clavinet	Yes.
screech	screech	can be heard in	busy street	Yes.
